----------------------------------------------------------------------------------
dim_{Spin} = 1 ,
dim_{Lat} = 3 ,
N = ( 16 x 16 x 16 ) ,
T = 1.000000000000e+00 ,
delta_T = 1.000000000000e-01 ,
J = ( 1.000000000000e+00 , 1.000000000000e+00 , 1.000000000000e+00 ) ,
sigma_J = ( 0.000000000000e+00 , 0.000000000000e+00 , 0.000000000000e+00 ) ,
<J_{ij}> = ( 0.000000000000e+00 , 0.000000000000e+00 , 0.000000000000e+00 ) ,
h = ( 0.000000000000e+00 ) ,
sigma_h = ( 2.000000000000e+00 ) ,
<h_i> = ( -3.102112359020e-03 ) ,
order = ( 1.000000000000e+00 ) ,
order_field = 0 ,
order_random = 1 ,
Thermalizing-MCS = 0 ,
Averaging-MCS = 1 ,
hysteresis-MCS/step = 1, 
del_h = range_h x 1.000000000000e-02 ,
==================================================================================
step	<|m|>	<m[0]>	<E>	
106	3.647460937500e-01	3.647460937500e-01	-2.837908121303e+00	
107	3.730468750000e-01	3.730468750000e-01	-2.842581960941e+00	
108	3.681640625000e-01	3.681640625000e-01	-2.846675764750e+00	
109	3.676757812500e-01	3.676757812500e-01	-2.843605425207e+00	
110	3.671875000000e-01	3.671875000000e-01	-2.842504329763e+00	
111	3.671875000000e-01	3.671875000000e-01	-2.848352215121e+00	
112	3.701171875000e-01	3.701171875000e-01	-2.840081506206e+00	
113	3.647460937500e-01	3.647460937500e-01	-2.845902996055e+00	
114	3.681640625000e-01	3.681640625000e-01	-2.846913803540e+00	
115	3.681640625000e-01	3.681640625000e-01	-2.846223610063e+00	
116	3.676757812500e-01	3.676757812500e-01	-2.841722124919e+00	
117	3.730468750000e-01	3.730468750000e-01	-2.847729727312e+00	
118	3.769531250000e-01	3.769531250000e-01	-2.842712153421e+00	
119	3.842773437500e-01	3.842773437500e-01	-2.847276736550e+00	
120	3.784179687500e-01	3.784179687500e-01	-2.848504977532e+00	
121	3.779296875000e-01	3.779296875000e-01	-2.844295776809e+00	
122	3.735351562500e-01	3.735351562500e-01	-2.840943901764e+00	
123	3.774414062500e-01	3.774414062500e-01	-2.841230646044e+00	
124	3.764648437500e-01	3.764648437500e-01	-2.837710268818e+00	
125	3.715820312500e-01	3.715820312500e-01	-2.839795877854e+00	
126	3.745117187500e-01	3.745117187500e-01	-2.845407684143e+00	
127	3.774414062500e-01	3.774414062500e-01	-2.845940006843e+00	
128	3.818359375000e-01	3.818359375000e-01	-2.846950676591e+00	
129	3.784179687500e-01	3.784179687500e-01	-2.850633281220e+00	
130	3.852539062500e-01	3.852539062500e-01	-2.841680779938e+00	
131	3.833007812500e-01	3.833007812500e-01	-2.844357648334e+00	
132	3.837890625000e-01	3.837890625000e-01	-2.848333603654e+00	
133	3.872070312500e-01	3.872070312500e-01	-2.848610486590e+00	
134	3.940429687500e-01	3.940429687500e-01	-2.851154297921e+00	
135	3.916015625000e-01	3.916015625000e-01	-2.858907262108e+00	
136	3.891601562500e-01	3.891601562500e-01	-2.855985544196e+00	
137	3.911132812500e-01	3.911132812500e-01	-2.856242189899e+00	
138	3.969726562500e-01	3.969726562500e-01	-2.854995072972e+00	
139	3.940429687500e-01	3.940429687500e-01	-2.855096953579e+00	
140	3.979492187500e-01	3.979492187500e-01	-2.856487993891e+00	
141	3.969726562500e-01	3.969726562500e-01	-2.848670066308e+00	
142	4.013671875000e-01	4.013671875000e-01	-2.854156282032e+00	
143	3.955078125000e-01	3.955078125000e-01	-2.853731272387e+00	
144	4.067382812500e-01	4.067382812500e-01	-2.854159866506e+00	
145	4.057617187500e-01	4.057617187500e-01	-2.858279684922e+00	
146	4.096679687500e-01	4.096679687500e-01	-2.852505682333e+00	
147	4.072265625000e-01	4.072265625000e-01	-2.854412555062e+00	
148	4.077148437500e-01	4.077148437500e-01	-2.853609173919e+00	
149	4.023437500000e-01	4.023437500000e-01	-2.851513101647e+00	
150	4.013671875000e-01	4.013671875000e-01	-2.850780588567e+00	
151	3.935546875000e-01	3.935546875000e-01	-2.849202796170e+00	
152	3.925781250000e-01	3.925781250000e-01	-2.844947076498e+00	
153	4.057617187500e-01	4.057617187500e-01	-2.850256133127e+00	
154	4.042968750000e-01	4.042968750000e-01	-2.854649868282e+00	
155	4.038085937500e-01	4.038085937500e-01	-2.851848677269e+00	
156	4.077148437500e-01	4.077148437500e-01	-2.852170373969e+00	
157	4.101562500000e-01	4.101562500000e-01	-2.853793456001e+00	
158	4.121093750000e-01	4.121093750000e-01	-2.847556384466e+00	
159	4.096679687500e-01	4.096679687500e-01	-2.852997842202e+00	
160	4.145507812500e-01	4.145507812500e-01	-2.849811018217e+00	
161	4.160156250000e-01	4.160156250000e-01	-2.857248361523e+00	
162	4.174804687500e-01	4.174804687500e-01	-2.853112062474e+00	
163	4.140625000000e-01	4.140625000000e-01	-2.856901369658e+00	
164	4.135742187500e-01	4.135742187500e-01	-2.851936001446e+00	
165	4.208984375000e-01	4.208984375000e-01	-2.849636509775e+00	
166	4.101562500000e-01	4.101562500000e-01	-2.856231795485e+00	
167	4.125976562500e-01	4.125976562500e-01	-2.855820773358e+00	
168	4.184570312500e-01	4.184570312500e-01	-2.853771046688e+00	
169	4.189453125000e-01	4.189453125000e-01	-2.858152746004e+00	
170	4.145507812500e-01	4.145507812500e-01	-2.854985916185e+00	
171	4.145507812500e-01	4.145507812500e-01	-2.859448786772e+00	
172	4.169921875000e-01	4.169921875000e-01	-2.857264892810e+00	
173	4.174804687500e-01	4.174804687500e-01	-2.857280364401e+00	
174	4.150390625000e-01	4.150390625000e-01	-2.855392934001e+00	
175	4.174804687500e-01	4.174804687500e-01	-2.860922410235e+00	
176	4.106445312500e-01	4.106445312500e-01	-2.862094025862e+00	
177	4.184570312500e-01	4.184570312500e-01	-2.866017543313e+00	
178	4.121093750000e-01	4.121093750000e-01	-2.862598625569e+00	
179	4.130859375000e-01	4.130859375000e-01	-2.861286771996e+00	
180	4.121093750000e-01	4.121093750000e-01	-2.860004836528e+00	
181	4.067382812500e-01	4.067382812500e-01	-2.862537529689e+00	
182	4.106445312500e-01	4.106445312500e-01	-2.863772122527e+00	
183	4.086914062500e-01	4.086914062500e-01	-2.856685856500e+00	
184	4.052734375000e-01	4.052734375000e-01	-2.852697928547e+00	
185	4.121093750000e-01	4.121093750000e-01	-2.856362582796e+00	
186	4.135742187500e-01	4.135742187500e-01	-2.864650319392e+00	
187	4.145507812500e-01	4.145507812500e-01	-2.862864118584e+00	
188	4.184570312500e-01	4.184570312500e-01	-2.867050176833e+00	
189	4.169921875000e-01	4.169921875000e-01	-2.867283025472e+00	
190	4.218750000000e-01	4.218750000000e-01	-2.864000137962e+00	
191	4.248046875000e-01	4.248046875000e-01	-2.868820331911e+00	
192	4.296875000000e-01	4.296875000000e-01	-2.873322804463e+00	
193	4.291992187500e-01	4.291992187500e-01	-2.873493419101e+00	
194	4.301757812500e-01	4.301757812500e-01	-2.873002697637e+00	
195	4.306640625000e-01	4.306640625000e-01	-2.874325833094e+00	
196	4.375000000000e-01	4.375000000000e-01	-2.867538783321e+00	
197	4.355468750000e-01	4.355468750000e-01	-2.870224729345e+00	
198	4.394531250000e-01	4.394531250000e-01	-2.871134224943e+00	
199	4.433593750000e-01	4.433593750000e-01	-2.873041806984e+00	
200	4.423828125000e-01	4.423828125000e-01	-2.877258225869e+00	
201	4.453125000000e-01	4.453125000000e-01	-2.873263579528e+00	
202	4.521484375000e-01	4.521484375000e-01	-2.874997362079e+00	
203	4.541015625000e-01	4.541015625000e-01	-2.880923740498e+00	
204	4.458007812500e-01	4.458007812500e-01	-2.876265659051e+00	
205	4.521484375000e-01	4.521484375000e-01	-2.872033808629e+00	
206	4.550781250000e-01	4.550781250000e-01	-2.874979862625e+00	
207	4.526367187500e-01	4.526367187500e-01	-2.876068228630e+00	
208	4.472656250000e-01	4.472656250000e-01	-2.872970402954e+00	
209	4.472656250000e-01	4.472656250000e-01	-2.874038975289e+00	
210	4.501953125000e-01	4.501953125000e-01	-2.877129179414e+00	
211	4.511718750000e-01	4.511718750000e-01	-2.881672497123e+00	
212	4.536132812500e-01	4.536132812500e-01	-2.876287817086e+00	
213	4.565429687500e-01	4.565429687500e-01	-2.882439885357e+00	
214	4.560546875000e-01	4.560546875000e-01	-2.880994539136e+00	
215	4.526367187500e-01	4.526367187500e-01	-2.875918109296e+00	
216	4.506835937500e-01	4.506835937500e-01	-2.874957303068e+00	
217	4.521484375000e-01	4.521484375000e-01	-2.884058884351e+00	
218	4.482421875000e-01	4.482421875000e-01	-2.885254078862e+00	
219	4.453125000000e-01	4.453125000000e-01	-2.889367764341e+00	
220	4.433593750000e-01	4.433593750000e-01	-2.885537930607e+00	
221	4.506835937500e-01	4.506835937500e-01	-2.883173605726e+00	
222	4.458007812500e-01	4.458007812500e-01	-2.884732781687e+00	
223	4.462890625000e-01	4.462890625000e-01	-2.882352448346e+00	
224	4.443359375000e-01	4.443359375000e-01	-2.882225831279e+00	
225	4.375000000000e-01	4.375000000000e-01	-2.877975584951e+00	
226	4.370117187500e-01	4.370117187500e-01	-2.880007095125e+00	
227	4.438476562500e-01	4.438476562500e-01	-2.878923430901e+00	
228	4.453125000000e-01	4.453125000000e-01	-2.881460653362e+00	
229	4.453125000000e-01	4.453125000000e-01	-2.883808256152e+00	
230	4.438476562500e-01	4.438476562500e-01	-2.880149985648e+00	
231	4.462890625000e-01	4.462890625000e-01	-2.881267371769e+00	
232	4.477539062500e-01	4.477539062500e-01	-2.883994948682e+00	
233	4.555664062500e-01	4.555664062500e-01	-2.882070988869e+00	
234	4.658203125000e-01	4.658203125000e-01	-2.880003899839e+00	
235	4.628906250000e-01	4.628906250000e-01	-2.877137246711e+00	
236	4.604492187500e-01	4.604492187500e-01	-2.884184664933e+00	
237	4.628906250000e-01	4.628906250000e-01	-2.885570562888e+00	
238	4.575195312500e-01	4.575195312500e-01	-2.884233315154e+00	
239	4.575195312500e-01	4.575195312500e-01	-2.881881025004e+00	
240	4.599609375000e-01	4.599609375000e-01	-2.885500029585e+00	
241	4.638671875000e-01	4.638671875000e-01	-2.883561891182e+00	
242	4.682617187500e-01	4.682617187500e-01	-2.884554724325e+00	
243	4.653320312500e-01	4.653320312500e-01	-2.882178426608e+00	
244	4.667968750000e-01	4.667968750000e-01	-2.880444091823e+00	
245	4.716796875000e-01	4.716796875000e-01	-2.880289844593e+00	
246	4.785156250000e-01	4.785156250000e-01	-2.877455811652e+00	
247	4.775390625000e-01	4.775390625000e-01	-2.879754894648e+00	
248	4.765625000000e-01	4.765625000000e-01	-2.876562497339e+00	
249	4.770507812500e-01	4.770507812500e-01	-2.882217557962e+00	
250	4.711914062500e-01	4.711914062500e-01	-2.883773646374e+00	
251	4.667968750000e-01	4.667968750000e-01	-2.886889333944e+00	
252	4.653320312500e-01	4.653320312500e-01	-2.888048153143e+00	
253	4.711914062500e-01	4.711914062500e-01	-2.887617900679e+00	
254	4.721679687500e-01	4.721679687500e-01	-2.884542262447e+00	
255	4.716796875000e-01	4.716796875000e-01	-2.884624161252e+00	
256	4.731445312500e-01	4.731445312500e-01	-2.881844916822e+00	
257	4.716796875000e-01	4.716796875000e-01	-2.878792605297e+00	
258	4.780273437500e-01	4.780273437500e-01	-2.880023922740e+00	
259	4.799804687500e-01	4.799804687500e-01	-2.880630224951e+00	
260	4.780273437500e-01	4.780273437500e-01	-2.881300190916e+00	
261	4.799804687500e-01	4.799804687500e-01	-2.885204078539e+00	
262	4.741210937500e-01	4.741210937500e-01	-2.882075310496e+00	
263	4.726562500000e-01	4.726562500000e-01	-2.883755302205e+00	
264	4.750976562500e-01	4.750976562500e-01	-2.883330473505e+00	
265	4.707031250000e-01	4.707031250000e-01	-2.882153212152e+00	
266	4.765625000000e-01	4.765625000000e-01	-2.881454658321e+00	
267	4.731445312500e-01	4.731445312500e-01	-2.880706169341e+00	
268	4.726562500000e-01	4.726562500000e-01	-2.876356188423e+00	
269	4.624023437500e-01	4.624023437500e-01	-2.879513502863e+00	
270	4.658203125000e-01	4.658203125000e-01	-2.880552648615e+00	
271	4.628906250000e-01	4.628906250000e-01	-2.884454769985e+00	
272	4.721679687500e-01	4.721679687500e-01	-2.884653258844e+00	
273	4.687500000000e-01	4.687500000000e-01	-2.882296873919e+00	
274	4.638671875000e-01	4.638671875000e-01	-2.880393393768e+00	
275	4.643554687500e-01	4.643554687500e-01	-2.880698032940e+00	
276	4.672851562500e-01	4.672851562500e-01	-2.879582869121e+00	
277	4.648437500000e-01	4.648437500000e-01	-2.881832920884e+00	
278	4.643554687500e-01	4.643554687500e-01	-2.879456148121e+00	
279	4.633789062500e-01	4.633789062500e-01	-2.878590606759e+00	
280	4.697265625000e-01	4.697265625000e-01	-2.887049879376e+00	
281	4.658203125000e-01	4.658203125000e-01	-2.889282338887e+00	
282	4.609375000000e-01	4.609375000000e-01	-2.890270162747e+00	
283	4.697265625000e-01	4.697265625000e-01	-2.887881312478e+00	
284	4.707031250000e-01	4.707031250000e-01	-2.888287993885e+00	
285	4.760742187500e-01	4.760742187500e-01	-2.885492754693e+00	
286	4.721679687500e-01	4.721679687500e-01	-2.882523123090e+00	
287	4.785156250000e-01	4.785156250000e-01	-2.890315553108e+00	
288	4.770507812500e-01	4.770507812500e-01	-2.888616043308e+00	
289	4.707031250000e-01	4.707031250000e-01	-2.886145308303e+00	
290	4.721679687500e-01	4.721679687500e-01	-2.890012117689e+00	
291	4.677734375000e-01	4.677734375000e-01	-2.891409448472e+00	
292	4.663085937500e-01	4.663085937500e-01	-2.889968272449e+00	
293	4.692382812500e-01	4.692382812500e-01	-2.888976366040e+00	
294	4.711914062500e-01	4.711914062500e-01	-2.882119948705e+00	
295	4.750976562500e-01	4.750976562500e-01	-2.885701629100e+00	
296	4.702148437500e-01	4.702148437500e-01	-2.883075146106e+00	
297	4.741210937500e-01	4.741210937500e-01	-2.882981298450e+00	
298	4.726562500000e-01	4.726562500000e-01	-2.889758398933e+00	
299	4.697265625000e-01	4.697265625000e-01	-2.888191066986e+00	
300	4.697265625000e-01	4.697265625000e-01	-2.888561927324e+00	
301	4.692382812500e-01	4.692382812500e-01	-2.892300568915e+00	
302	4.716796875000e-01	4.716796875000e-01	-2.887519196041e+00	
303	4.736328125000e-01	4.736328125000e-01	-2.887629666172e+00	
304	4.711914062500e-01	4.711914062500e-01	-2.890599439246e+00	
305	4.755859375000e-01	4.755859375000e-01	-2.884003817485e+00	
306	4.770507812500e-01	4.770507812500e-01	-2.880998653554e+00	
307	4.794921875000e-01	4.794921875000e-01	-2.889482175612e+00	
308	4.750976562500e-01	4.750976562500e-01	-2.883058484473e+00	
309	4.731445312500e-01	4.731445312500e-01	-2.885536572156e+00	
310	4.755859375000e-01	4.755859375000e-01	-2.880374285619e+00	
311	4.726562500000e-01	4.726562500000e-01	-2.879906217052e+00	
312	4.692382812500e-01	4.692382812500e-01	-2.882377439996e+00	
313	4.726562500000e-01	4.726562500000e-01	-2.881320029417e+00	
314	4.790039062500e-01	4.790039062500e-01	-2.883821145124e+00	
315	4.770507812500e-01	4.770507812500e-01	-2.879718432392e+00	
316	4.755859375000e-01	4.755859375000e-01	-2.881858880092e+00	
317	4.794921875000e-01	4.794921875000e-01	-2.870418610376e+00	
318	4.794921875000e-01	4.794921875000e-01	-2.880771581700e+00	
319	4.824218750000e-01	4.824218750000e-01	-2.878386002649e+00	
320	4.760742187500e-01	4.760742187500e-01	-2.875438049817e+00	
321	4.809570312500e-01	4.809570312500e-01	-2.881029924387e+00	
322	4.819335937500e-01	4.819335937500e-01	-2.880048678512e+00	
323	4.794921875000e-01	4.794921875000e-01	-2.877302071551e+00	
324	4.848632812500e-01	4.848632812500e-01	-2.883490943495e+00	
325	4.873046875000e-01	4.873046875000e-01	-2.880172670870e+00	
326	4.921875000000e-01	4.921875000000e-01	-2.878743169185e+00	
327	4.926757812500e-01	4.926757812500e-01	-2.878448912325e+00	
328	4.833984375000e-01	4.833984375000e-01	-2.885124592295e+00	
329	4.809570312500e-01	4.809570312500e-01	-2.889077853530e+00	
330	4.829101562500e-01	4.829101562500e-01	-2.888605673202e+00	
331	4.755859375000e-01	4.755859375000e-01	-2.884376450510e+00	
332	4.760742187500e-01	4.760742187500e-01	-2.884266964323e+00	
333	4.750976562500e-01	4.750976562500e-01	-2.882418369795e+00	
334	4.819335937500e-01	4.819335937500e-01	-2.881668779127e+00	
335	4.868164062500e-01	4.868164062500e-01	-2.882172434974e+00	
336	4.794921875000e-01	4.794921875000e-01	-2.886596735369e+00	
337	4.770507812500e-01	4.770507812500e-01	-2.891200224511e+00	
338	4.824218750000e-01	4.824218750000e-01	-2.889309015713e+00	
339	4.838867187500e-01	4.838867187500e-01	-2.885862044198e+00	
340	4.921875000000e-01	4.921875000000e-01	-2.885437154834e+00	
341	4.863281250000e-01	4.863281250000e-01	-2.889464075465e+00	
342	4.755859375000e-01	4.755859375000e-01	-2.885847056120e+00	
343	4.721679687500e-01	4.721679687500e-01	-2.883490779820e+00	
344	4.697265625000e-01	4.697265625000e-01	-2.884344162356e+00	
345	4.775390625000e-01	4.775390625000e-01	-2.889048636086e+00	
346	4.765625000000e-01	4.765625000000e-01	-2.883394227459e+00	
347	4.814453125000e-01	4.814453125000e-01	-2.885538903443e+00	
348	4.765625000000e-01	4.765625000000e-01	-2.883717833182e+00	
349	4.750976562500e-01	4.750976562500e-01	-2.885915267682e+00	
350	4.746093750000e-01	4.746093750000e-01	-2.882434247931e+00	
351	4.794921875000e-01	4.794921875000e-01	-2.878054952513e+00	
352	4.819335937500e-01	4.819335937500e-01	-2.881953950644e+00	
353	4.741210937500e-01	4.741210937500e-01	-2.884399131694e+00	
354	4.780273437500e-01	4.780273437500e-01	-2.883436909488e+00	
355	4.785156250000e-01	4.785156250000e-01	-2.883640574034e+00	
356	4.799804687500e-01	4.799804687500e-01	-2.890816672783e+00	
357	4.819335937500e-01	4.819335937500e-01	-2.891656090593e+00	
358	4.809570312500e-01	4.809570312500e-01	-2.888791760463e+00	
359	4.863281250000e-01	4.863281250000e-01	-2.890839385605e+00	
360	4.853515625000e-01	4.853515625000e-01	-2.881711397803e+00	
361	4.877929687500e-01	4.877929687500e-01	-2.880955147293e+00	
362	4.824218750000e-01	4.824218750000e-01	-2.881615343586e+00	
363	4.848632812500e-01	4.848632812500e-01	-2.886894248628e+00	
364	4.902343750000e-01	4.902343750000e-01	-2.891549293529e+00	
365	4.838867187500e-01	4.838867187500e-01	-2.885775913801e+00	
366	4.858398437500e-01	4.858398437500e-01	-2.883235452452e+00	
367	4.863281250000e-01	4.863281250000e-01	-2.884370405065e+00	
368	4.833984375000e-01	4.833984375000e-01	-2.889275351025e+00	
369	4.873046875000e-01	4.873046875000e-01	-2.891722144659e+00	
370	4.887695312500e-01	4.887695312500e-01	-2.887081389848e+00	
371	4.868164062500e-01	4.868164062500e-01	-2.886595926981e+00	
372	4.926757812500e-01	4.926757812500e-01	-2.889214748395e+00	
373	4.921875000000e-01	4.921875000000e-01	-2.882651729175e+00	
374	5.009765625000e-01	5.009765625000e-01	-2.886490513374e+00	
375	5.019531250000e-01	5.019531250000e-01	-2.883597839721e+00	
376	4.985351562500e-01	4.985351562500e-01	-2.885484720950e+00	
377	4.990234375000e-01	4.990234375000e-01	-2.892729378948e+00	
378	5.048828125000e-01	5.048828125000e-01	-2.893639576898e+00	
379	5.043945312500e-01	5.043945312500e-01	-2.892194770127e+00	
380	5.058593750000e-01	5.058593750000e-01	-2.895027932873e+00	
381	5.014648437500e-01	5.014648437500e-01	-2.892618751321e+00	
382	4.980468750000e-01	4.980468750000e-01	-2.895726241778e+00	
383	4.995117187500e-01	4.995117187500e-01	-2.891612487733e+00	
