----------------------------------------------------------------------------------
dim_{Spin} = 2 ,
dim_{Lat} = 2 ,
N = ( 128 x 128 ) ,
T = 0.000000000000e+00 ,
delta_T = 5.000000000000e-02 ,
J = ( 1.000000000000e+00 , 1.000000000000e+00 ) ,
sigma_J = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
<J_{ij}> = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
h = ( 0.000000000000e+00 , 0.000000000000e+00 ) ,
sigma_h = ( 1.000000000000e+00 , 0.000000000000e+00 ) ,
<h_i> = ( -2.326736468909e-03 , 0.000000000000e+00 ) ,
order = ( -1.000000000000e+00 , 0.000000000000e+00 ) ,
order_field = 0 ,
order_random = 1 ,
Thermalizing-MCS = 128000 ,
Averaging-MCS = 12800 ,
hysteresis-MCS/step = 1, 
del_h = range_h x 1.000000000000e-03 ,
delta_{phi} = 1.000000000000e-04 ,
==================================================================================
h[0]	h[0]	h[1]	<m[0]>	<m[1]>	
----------------------------------------------------------------------------------
----------------------------------------------------------------------------------
Updating all sites simultaneously.. 
----------------------------------------------------------------------------------
----------------------------------------------------------------------------------

order = ({-1.000000-->1.000000,0.000000}, 0, 1)
----------------------------------------------------------------------------------
-1.081523195685e+01	-1.081523195685e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.080337314988e+01	-1.080337314988e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.079151434291e+01	-1.079151434291e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.077965553594e+01	-1.077965553594e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.076779672897e+01	-1.076779672897e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.075593792200e+01	-1.075593792200e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.074407911503e+01	-1.074407911503e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.073222030806e+01	-1.073222030806e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.072036150109e+01	-1.072036150109e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.070850269412e+01	-1.070850269412e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.069664388715e+01	-1.069664388715e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.068478508018e+01	-1.068478508018e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.067292627321e+01	-1.067292627321e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.066106746624e+01	-1.066106746624e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.064920865927e+01	-1.064920865927e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.063734985230e+01	-1.063734985230e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.062549104533e+01	-1.062549104533e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.061363223835e+01	-1.061363223835e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.060177343138e+01	-1.060177343138e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.058991462441e+01	-1.058991462441e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.057805581744e+01	-1.057805581744e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.056619701047e+01	-1.056619701047e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.055433820350e+01	-1.055433820350e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.054247939653e+01	-1.054247939653e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.053062058956e+01	-1.053062058956e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.051876178259e+01	-1.051876178259e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.050690297562e+01	-1.050690297562e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.049504416865e+01	-1.049504416865e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.048318536168e+01	-1.048318536168e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.047132655471e+01	-1.047132655471e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.045946774774e+01	-1.045946774774e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.044760894077e+01	-1.044760894077e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.043575013380e+01	-1.043575013380e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.042389132683e+01	-1.042389132683e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.041203251986e+01	-1.041203251986e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.040017371289e+01	-1.040017371289e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.038831490592e+01	-1.038831490592e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.037645609895e+01	-1.037645609895e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.036459729198e+01	-1.036459729198e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.035273848501e+01	-1.035273848501e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.034087967804e+01	-1.034087967804e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.032902087107e+01	-1.032902087107e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.031716206410e+01	-1.031716206410e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.030530325713e+01	-1.030530325713e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.029344445016e+01	-1.029344445016e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.028158564319e+01	-1.028158564319e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.026972683622e+01	-1.026972683622e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.025786802925e+01	-1.025786802925e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.024600922228e+01	-1.024600922228e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.023415041531e+01	-1.023415041531e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.022229160834e+01	-1.022229160834e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.021043280137e+01	-1.021043280137e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.019857399440e+01	-1.019857399440e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.018671518743e+01	-1.018671518743e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.017485638046e+01	-1.017485638046e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.016299757349e+01	-1.016299757349e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.015113876652e+01	-1.015113876652e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.013927995955e+01	-1.013927995955e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.012742115258e+01	-1.012742115258e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.011556234561e+01	-1.011556234561e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.010370353864e+01	-1.010370353864e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.009184473166e+01	-1.009184473166e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.007998592469e+01	-1.007998592469e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.006812711772e+01	-1.006812711772e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.005626831075e+01	-1.005626831075e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.004440950378e+01	-1.004440950378e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.003255069681e+01	-1.003255069681e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
-1.002069188984e+01	-1.002069188984e+01	0.000000000000e+00	-1.000000000000e+00	0.000000000000e+00	
